release	have	want
30608209	3	0
30602737	0	0
30722249	2	1
6175343	0	4
8859027	8	1
27394992	1	1
7086027	11	2
9352627	4	3
7361499	3	1
26821487	1	7
5879619	30	14
11807938	2	1
8058714	6	4
11663938	2	0
7645640	48	8
13814749	15	1
9326364	3	1
6273709	7	36
9013571	35	22
5771816	26	8
12014825	4	60
8581103	6	1
10636719	14	29
7054956	65	67
14220586	2	0
23410793	2	1
26635640	1	1
29071477	3	3
5891959	74	23
7184208	0	2
24119744	4	8
27355584	0	1
7303880	6	0
27668130	1	0
19435537	3	1
22273798	5	4
7479665	3	19
16016474	1	4
8554224	3	0
16506036	6	0
14728586	9	6
10054286	1	31
11827516	0	0
7862932	40	5
18545920	3	34
22852943	1	0
5561045	18	6
6594398	2	3
11200216	0	0
9071884	164	33
31757222	0	16
12586204	1	0
32984688	9	1
6175878	10	10
5798629	0	0
8511383	12	0
10925206	20	2
11671886	2	2
15270781	8	0
12092328	0	3
14507328	21	1
4930105	3	1
11070316	4	1
32649150	0	0
17884828	0	0
9474475	12	17
27519720	9	0
11735531	5	4
6775427	12	0
7291547	23	7
11537757	14	9
12025100	81	42
11823142	1	4
25934737	0	1
33473090	2	1
9988224	0	0
34374424	3	0
5163999	8	1
11882834	79	22
12344789	7	2
8950111	28	3
16125434	36	21
12004161	1	0
19721488	2	1
28812754	0	0
17343664	1	0
16869213	1	2
27546246	7	5
28087105	1	2
33776979	0	1
10827474	0	0
22643867	1	3
24235175	0	0
6956091	18	7
24418334	1	15
18015778	125	87
10776791	3	27
24621005	2	2
4698169	22	5
5836155	104	24
26902643	3	4
34180516	0	1
12926307	0	0
15121015	9	11
19625626	0	1
18704896	0	0
10427281	9	4
34928384	6	0
24180131	2	0
6088473	7	1
23061815	7	4
12419876	5	1
13328374	3	0
25958245	3	0
23762966	1	0
9100540	1	3
11677431	4	1
10553491	4	0
13974031	17	23
24908006	1	0
4682305	12	25
8350669	60	71
12345808	4	1
14081669	7	6
21440479	15	2
16187171	5	11
22392277	1	1
22813031	0	0
25418125	0	1
9375717	8	1
33457478	1	2
5209975	28	9
14163183	8	3
16962273	6	1
16261430	3	4
7208707	13	5
34482937	0	0
24717197	9	10
27250545	4	87
30491011	1	0
31876432	0	3
31145522	5	9
7067470	11	30
6326009	9	14
28432741	154	34
33434303	12	11
11939835	12	53
11208430	24	5
29882149	2	0
6506003	72	44
15756238	5	13
18502237	0	0
16270994	0	0
13767530	1	2
25870045	1	0
34202764	0	0
14969840	9	1
15850399	10	4
28915297	1	0
12814627	9	4
34426138	0	0
7328821	41	14
8404641	2	0
19707124	2	27
10895424	7	0
22566452	0	0
8250918	2	5
11753201	0	0
6848160	3	5
15922631	6	76
25454470	0	0
31435406	1	0
33467072	0	2
12363385	61	81
11949655	9	6
31523255	11	51
9416677	29	1
10516542	22	56
10571135	3	3
28087252	1	3
20912740	6	2
12084556	8	1
11485413	3	0
19160473	0	0
9773683	2	0
23264255	0	0
19046170	2	1
26672342	2	4
20853883	19	4
10199328	7	21
6801819	28	8
7046052	49	1
18476284	2	0
15654905	1	0
31654637	1	0
29395705	0	1
6475467	8	0
13162312	25	603
15797700	2	5
9641344	10	76
14962240	0	0
9773517	9	7
13841414	1	2
17892070	1	1
23239532	12	5
11441010	11	11
12025270	11	2
15734002	2	0
25712362	1	1
16072055	9	5
8483609	32	66
5075212	40	113
11918081	32	59
13482095	0	2
17515798	4	5
5867851	309	27
22068829	4	1
15861022	1	2
16356771	23	27
8119979	13	23
31348582	6	0
14869733	63	15
12120560	4	6
16117086	60	25
17379442	0	0
26776952	1	4
33351263	1	0
10421171	153	38
33410780	22	12
32215299	0	0
24276617	11	5
30411023	1	0
13593086	2	1
5805484	11	2
27269379	30	7
14675673	214	400
7107410	9	1
15033358	5	2
11677839	23	10
16247444	38	34
6786320	8	2
11178460	2	1
11794297	19	5
26582834	2	0
34176157	20	15
4699447	16	42
5283391	25	142
32659494	72	17
6125450	6	10
19376236	26	1
21559411	2	10
34135444	1	0
13193773	9	19
4760894	63	8
31916716	1	0
11980775	4	0
11544484	1	2
9289334	35	0
13689075	11	0
14360264	9	3
13168573	1	3
20510599	2	3
6338210	1	4
19993486	1	19
19896859	177	22
5380893	2	0
7088158	117	28
19658356	2	1
12620274	0	2
10960617	3	45
8625341	62	69
6715599	10	122
8859091	17	9
8255448	43	56
12940552	9	129
6972639	6	6
11354282	15	0
5133025	29	1
5351093	6	0
17407792	2	0
20983024	0	0
22981871	7	2
24507119	1	0
14499527	42	5
9024889	5	0
14769344	15	0
30768351	0	0
24173372	1	1
30813249	1	0
12833916	53	4
34873403	2	0
25180195	0	0
13459647	1	3
14231471	112	10
28610302	0	0
9512792	7	6
34736007	1	1
32044026	0	2
9401599	0	2
20431558	4	2
18921520	1	0
31334530	4	0
27312825	1	0
10548988	38	3
30745104	57	11
15580768	3	1
23080907	151	70
26303108	15	8
20167717	1	0
9508690	36	14
20882827	0	1
10547600	50	221
7759847	21	7
16373073	4	3
21291019	0	0
5143716	7	8
7718036	7	4
13703164	5	6
11783145	0	2
10872513	1	0
6532386	58	6
7305690	14	13
14803357	0	2
5439969	1	2
33796653	1	0
6530756	52	19
14333998	6	2
15634433	48	89
9870712	22	41
5759806	1	2
12244234	3	3
5245927	32	1
6399475	10	16
27468243	2	1
15902170	0	1
8129157	5	0
12979692	4	2
9826864	1	3
25278094	20	116
9240194	29	9
11953291	4	1
29238094	1	0
5698524	95	21
9940306	24	10
27603522	7	0
30958597	13	4
33690210	2	4
11989519	0	1
12528717	10	27
13298718	4	17
5887508	26	15
15528820	1	2
17627215	0	0
11694304	1212	168
29895847	0	0
12853029	3	3
21184579	0	0
24961324	543	236
11493910	2	0
5457471	30	2
23011565	0	4
29865292	6	16
13833686	1	5
6681100	5	13
24620756	0	27
9830131	2	0
11442798	0	0
6645782	17	13
27808488	0	0
33550287	0	0
8375246	8	90
13596811	2	7
8536412	10	3
9647520	6	25
14151202	0	0
23706851	4	0
5185782	26	2
6567503	2	0
10494385	5	31
15359485	4	1
8895767	2	1
19151308	2	0
10799747	5	3
10303632	8	9
14565420	7	0
8258443	10	31
15993259	0	0
17282833	1	1
8570484	334	34
5556267	31	12
21093553	3	2
23828186	1	3
26198606	0	0
6294371	2	0
33852780	24	11
7676161	48	47
9392216	29	366
13999484	0	0
15039541	8	40
21764959	1	0
20043637	1	0
8771150	5	13
21797854	4	2
6085828	5	4
12932076	21	8
32826909	1	0
9550722	1	1
18908335	0	0
7427849	1	5
13261641	19	1
14253196	4	0
22293196	1	0
22575554	0	0
24108842	50	29
27796449	0	0
4751462	3	0
14923129	1	17
15308869	20	4
28608046	1	4
30090383	6	2
32842740	3	0
14516667	6	0
5287677	25	2
11080983	3	2
31416554	1	2
15763645	0	2
6185981	21	1
11998636	204	55
18611284	0	0
29689456	0	0
30714695	2	0
7440155	3	5
10024615	0	1
14760135	13	22
20745013	4	77
25772656	23	10
34745121	0	0
8767877	35	3
21077335	0	0
11547357	2	1
32740065	8	1
30425141	1	1
22092163	7	0
15429006	1	66
12939595	3	16
7283648	16	6
13916672	1	4
5312826	17	24
28537456	15	9
6615547	28	43
21986704	1	0
13662004	1	2
16002109	2	3
35100209	29	11
11742788	10	1
20551576	1	2
13953111	4	0
5715059	9	0
6970954	0	0
11462533	3	0
18500740	6	0
15226171	7	87
18950500	6	3
9050400	5	1
8887503	18	272
16284419	220	21
16244270	1	0
29890906	2	0
17866900	4	2
15406685	0	2
34037110	0	0
14039711	5	0
24611975	189	47
8801111	6	36
11308494	11	10
8425879	65	332
18554995	1	2
6182779	12	29
10312756	4	1
27452211	0	0
10293995	7	40
14706246	1	1
8019135	45	2
5011371	22	1
15096770	1	0
23067395	7	4
6287510	2	0
10185063	5	2
8980113	16	14
23943392	1	0
6448009	54	43
10731530	10	2
26527409	3	0
7192609	8	11
8170932	830	601
12773706	7	116
10312518	21	7
8008569	3	2
22424482	5	27
12083031	6	17
5564362	46	3
8382818	5	0
4972626	23	3
12901952	0	0
23065763	0	0
12721551	6	2
10297874	713	185
11944611	10	29
5311773	8	4
24939094	1	0
7084915	26	44
33032355	1	1
8891725	0	3
12126349	17	3
29504887	3	15
22068940	2	1
21967927	1	0
12460484	19	100
16896147	687	557
10814294	34	23
23331686	0	0
31041022	3	0
26956127	1	0
12259482	4	4
28339927	2	0
7421704	4	0
32661228	7	0
30856068	15	8
4991820	109	11
6725122	4	5
16818090	0	1
32453352	1	1
14332858	1	1
16712058	3	9
7203938	2	6
34838681	0	1
12735971	0	18
25875982	0	0
14940112	36	41
22854641	0	0
6508578	39	37
14466224	86	20
6347686	11	16
23783723	4	3
22014781	1	30
5228667	12	3
24660257	2	0
29326039	1	0
9264977	11	7
17761030	0	0
27372171	1	0
31141856	1	0
6553410	24	27
13468609	14	96
21378451	8	0
34769876	123	24
13015683	4	1
30957418	59	35
5912188	12	5
6658055	38	5
19508890	1	0
33707274	9	0
12785911	507	32
9192756	2	0
12683829	1	3
7197762	1	24
14996689	1	3
13940068	0	0
16718022	1	0
16742841	2	5
17401933	0	0
14640019	5	6
8893089	12	3
15288980	3	1
35159698	1	0
32246724	76	10
15700724	31	80
33815106	1	0
35014145	1	0
14413815	7	2
11782037	3	1
11966351	5	1
15623382	5	70
24855395	0	0
26485424	1	3
31730282	9	0
13806695	2	4
9114263	42	13
7131686	87	126
10771416	4	8
6217646	312	74
9101083	2	1
14977025	2	18
16285673	5	13
15135338	5	1
18883678	117	55
5012028	2	2
18386170	1	0
22079758	242	66
8364004	1	1
9827452	6	6
10011486	3	1
10441152	6	0
14041915	0	0
13367888	0	0
24056813	0	0
32544285	1	0
9280073	28	11
16675980	0	0
18984145	6	3
22823270	7	1
19015651	23	4
7996786	7	6
28626919	1	2
10222109	57	42
8227833	26	495
34457188	3	1
15691050	8	3
5849882	0	2
9039880	47	2
31868528	1	1
13988365	37	14
7688181	88	2
34939058	1	0
16140168	31	3
24164237	1	0
5525829	3	5
23417504	0	6
11649804	0	4
9889038	3	23
14806164	19	4
4696696	0	2
9582090	3	2
11026242	434	19
22346926	3	5
7868515	8	0
15801703	0	0
13296250	17	4
21568090	2	0
29686438	16	2
13475795	14	34
19422499	6	33
32757378	1	0
13703377	0	0
11369924	2	39
32538783	8	1
5918464	19	10
6236934	5	2
24971377	27	14
10515151	7	0
7538890	0	0
24503360	0	0
35084024	0	4
13932726	1	1
7845756	16	6
16044939	0	1
16329651	0	0
5238109	38	4
15411882	39	0
26404478	0	0
8380643	1	15
15411515	1	0
13450347	8	2
30993433	0	0
6251980	108	32
35214118	1	0
14493045	1	0
26493227	0	0
18924394	4	1
24096689	1	2
31303953	1	0
4968525	15	4
30557443	0	0
8895118	0	0
13949323	29	40
30436133	24	3
32718291	34	42
33867051	2	0
21805258	6	5
28375786	0	0
11947019	5	2
34159114	1	1
12201208	25	19
9556765	6	6
5070972	2	0
24748568	8	4
26843891	1	0
12884291	15	0
5725859	31	17
16972824	3	1
19435861	3	3
26865587	4	2
11048395	1	0
7410086	8	3
8560401	20	2
27880965	0	3
15862276	7	9
12128284	2	0
15251337	1	0
6655231	11	8
10578159	9	2
6295527	11	1
28339630	0	0
9882699	239	105
20793544	2	4
26957486	5	1
6102946	3	8
13795276	177	85
5113747	81	3
12108524	0	0
15414549	1	0
5832107	69	39
25476352	3	4
17544430	0	0
5881646	23	9
29457223	1	0
8943879	17	8
6943269	3	8
11650300	32	9
12446205	1	1
11487003	79	49
6691281	21	109
26889110	0	0
13100908	3	1
19349611	23	57
21676597	4	1
10768370	30	19
20562028	0	0
16456119	0	1
11540068	3	1
17019513	2	0
20049442	7	0
13489274	203	81
12003566	9	24
34887932	7	9
23479058	3	26
20086357	1	2
17686798	0	0
35114087	1	0
5984650	8	2
7569642	2	0
12225839	12	3
16088775	2	10
26606168	0	0
29014867	0	0
8654332	16	14
22577429	3	15
28144534	1994	162
7354611	42	1
13702576	1	1
7318155	20	31
29539864	95	22
7444256	8	25
6614588	861	196
7912395	12	107
28777114	0	0
17209909	6	24
12629765	7	21
30589864	2	0
7179102	2	2
15542793	15	4
9926378	1	0
10347864	0	7
33864969	4	7
6767254	4	2
9579517	24	18
35365774	0	0
35374099	1	1
13718545	76	43
15199782	6	1
31086626	1	4
25472902	0	0
34271038	1	0
7296403	37	1
5198248	5	2
8885319	1	3
34313449	2	0
10609755	7	2
8608502	62	82
14815209	1	12
14156808	3	1
27728292	0	1
5999509	8	0
14728626	10	5
7083513	5	5
7586820	5	3
35527420	2	0
9604581	246	43
7233923	4	2
5316451	7	2
13670432	0	0
12107541	0	0
15692369	1	10
7348799	3	1
15664831	19	3
14239905	1	1
14413099	0	0
29653063	1	0
10339189	8	137
14243371	392	89
8842990	1	2
8935638	19	2
13034630	0	0
24086333	0	0
11887377	110	14
24758789	1	1
7322181	8	2
33337520	9	2
27982146	2	4
14476177	2	5
15791903	7	2
11257400	4	2
12666141	0	0
21040627	2	0
16420809	1	0
35335117	0	0
6119952	10	3
6343206	38	24
12424333	4	0
5079714	1	1
17639617	2	12
18514414	40	4
9059830	3	37
13224960	12	1
12157559	38	2
14154559	3	4
4677897	50	3
16127010	1	1
20847967	0	1
5623656	7	10
9447389	2	10
10691165	14	172
14145754	2	55
22124356	1	1
16035504	3	4
26220701	5	1
7753477	8	13
18484579	1	0
26809370	53	50
19854310	14	58
13764181	3	0
31252387	1	0
8674161	1	2
13345272	2	1
10237853	26	0
34385941	2	0
34161877	0	0
15070927	2	4
12018165	4	5
16377579	20	7
11123629	2	3
9724528	1	1
9950264	10	3
19893691	0	0
22426273	3	0
14369381	3	4
7591701	1	0
11316855	17	24
4694535	19	17
13233943	5	3
10035168	2	1
11498745	21	7
11936778	3	3
12139426	6	0
18067270	6	4
6586256	51	359
18334504	4	2
14072974	0	0
8908989	8	53
17424358	0	0
9327169	9	6
10713617	5	7
15272144	2	0
33447836	39	16
11984771	1	5
5414582	196	15
5331850	25	107
27380385	0	0
29884468	0	1
33757119	1	0
7806521	253	285
35352397	1	1
16753059	4	6
29946388	2	1
12233176	8	0
6715664	26	29
11067130	1	5
6812737	7	12
21320947	0	0
13170299	3	0
26011522	27	0
28826515	96	29
11956739	2	17
18542245	0	0
20119480	5	17
16204583	2	5
11233773	0	0
31677569	3	2
35041274	0	0
6001166	27	3
7719393	4	13
8795790	6	4
8846489	5	3
32467572	4	0
29801164	2	12
10353329	56	10
31118342	75	18
11567738	34	8
10097192	3	5
15330384	4	4
6455686	216	251
15591292	4	3
13535348	4	9
9849176	0	0
10815838	4	0
30156470	10	8
24092837	111	0
14774628	5	0
12130887	1	0
10507410	241	569
22986626	5	6
6561152	2	10
13481486	0	0
14218812	3	6
10647490	10	5
35109167	1	1
22203403	0	0
6566588	17	2
8486709	4	4
22538825	1	0
24722567	1	3
10319719	8	4
33089775	0	0
9370115	35	5
8672070	52	39
8993572	145	218
23599820	11	14
6433429	4	3
6217689	3	20
7152226	7	9
33749790	2	0
19900933	10	0
6895029	94	4
19848013	2	1
25822513	1	0
15347537	2	3
4854109	1	0
15050244	38	37
6594232	34	5
34724427	1	0
20224798	85	21
7118229	1	0
10364850	10	23
9103838	6	0
15406310	24	2
29359492	5	1
26663033	0	0
7980695	22	46
21530221	1	4
9462200	4	0
15361083	4	6
22338250	1	1
11298997	3	1
23208632	8	11
33107478	0	0
15387318	4	0
29819971	79	64
33007245	24	6
5919925	71	13
13497796	57	30
9745403	12	68
5264690	166	191
15851783	6	38
8033097	13	3
35486839	0	1
28936573	0	1
35265787	0	0
29301757	0	4
31084457	1	0
6591797	1	3
25486399	2	0
9303681	3	1
34577335	0	0
18412366	46	18
6633848	12	1
15895320	0	1
10630134	5	0
28655224	73	3
27863931	5	24
7208168	3	3
25823581	0	1
11645076	4	0
6808246	57	116
23828624	0	0
7656481	14	4
4940649	25	4
14783232	16	99
27210210	0	1
6605644	0	0
6681219	18	6
7829830	39	20
12293103	4	2
13196864	5	0
19761757	2	0
9887195	4	8
6770880	27	8
13464926	1	12
31052336	0	3
34359496	0	0
26348222	3	0
15279330	1	0
21736435	2	0
5196819	28	3
10813696	1021	562
30205430	18	1
13380426	5	3
16677273	311	327
24852623	4	0
12524476	3	1
4769214	19	4
5532204	9	3
15206876	3	4
17626492	4	1
19962379	3	8
15190695	1	1
6906716	157	167
14416257	3	0
9736117	1	2
12108926	3	4
13995471	0	0
34863644	4	0
11347620	7	9
6416159	6	3
10969810	36	4
25504363	16	62
29391778	0	1
5713693	17	3
17473915	0	0
33388907	2	0
33835224	0	2
11686053	12	1
32630655	0	2
5122137	39	9
7524002	12	174
5075614	37	39
25320391	20	6
35403907	0	3
25476217	0	0
11763192	13	8
5536072	1	3
5730859	5	0
23951798	6	0
20809309	19	15
9856820	12	1
14655457	13	2
7070259	18	3
10571008	1	6
6603870	34	30
15031613	3	2
13489680	16	38
10963252	12	35
9548035	6	1
10794970	2	0
11848798	9	28
7846075	172	77
8768261	1	6
5876260	97	123
9922200	7	30
8579256	7	7
5283570	71	33
24895640	1	0
33106308	3	10
15919443	4	4
21486640	1	0
22562450	0	1
21547447	1	2
4726607	50	20
21132676	405	1229
11269796	4	3
33891411	3	7
5260639	7	168
30292577	0	1
11069000	15	38
17821552	1	0
31077542	1	1
22863803	81	38
27622272	1	0
13531154	2	0
31197490	1	0
7195677	19	11
26501951	3	1
12360175	1	1
13510319	3	0
16886307	11	9
25762960	1	20
8542393	11	31
14205666	3	2
9133161	17	14
10050586	4	2
10206324	11	4
16081350	20	8
13149745	47	3
22718492	1	1
6164319	27	53
8925950	3	13
22994468	1	7
15142972	257	99
4933233	46	8
16490616	3	0
26639225	9	9
20038843	2	3
7854001	2	6
10323016	16	4
9413988	8	14
29524219	2	116
7437254	6	8
6897405	1	4
9452626	13	2
5858248	1	4
17566330	0	0
29037187	1	0
10558269	11	1
13169091	0	1
7591285	1	1
15321834	0	0
7981844	36	7
23785673	2	10
33154899	0	0
9292673	5	16
17337949	0	0
18106453	2	5
32869989	95	45
15086913	0	0
20219497	12	9
19184449	1	0
28578376	2	0
11995260	9	19
14660275	0	3
9245238	2	72
5542113	3	24
7998061	8	3
14272825	40	44
29197363	0	0
6655916	2	5
25442914	1	0
30592330	3	0
13967921	4	0
4829746	1	1
8970490	30	4
12778074	3980	1130
15261531	0	0
35375617	0	14
4812272	85	28
11469111	173	51
6292378	15	9
14891872	4	13
5947093	5	47
13871047	2	1
12903261	21	4
23396087	3	1
5608422	15	122
13308175	0	0
5178396	1	0
13795220	116	6
16812063	4	2
10509462	39	9
13420372	35	24
12515118	16	57
10258358	4	1
16962054	1	4
4790697	12	14
26577908	3	0
9060965	29	28
19556689	6	6
13695501	0	0
30380603	0	0
5832177	3	4
6973140	100	18
27227805	1	0
7383752	5	2
5047905	54	3
8044462	4	6
13596902	4	5
5162139	50	89
11058083	10	13
29481802	1	2
23301962	46	35
14554726	2	6
11818553	95	49
13218016	1	0
12337698	2	3
14364668	2	17
11867459	6	1
24357863	3	0
10802824	5	3
8663466	14	2
9153241	13	9
6464890	1	3
15201424	5	2
32618472	9	2
32352837	0	0
5267684	22	2
8262609	42	26
12853458	8	36
25667248	5	0
5886710	35	7
15645431	2	1
11050261	5	61
7687956	0	0
29491399	0	0
26239952	2	2
9005098	22	27
11729367	16	0
5606990	1	1
15295123	10	3
23929355	136	122
12462636	6	15
14178138	1	12
16011480	1	0
28923940	113	16
22010092	1	0
19921306	0	0
12863953	12	3
8198956	33	67
5314689	23	1
12051039	8	20
14335023	13	1
15952037	6	7
21584383	24	0
33746091	0	1
33433946	2	3
7639032	3	7
27747954	0	0
15613576	1	1
35119448	0	5
9560438	0	2
14598154	1	0
14369545	2	6
9218242	6	6
29744371	70	10
7962125	1	0
6219637	4	12
7498330	16	3
12748691	11	6
22990640	4	1
7585595	6	13
7505833	272	233
13560304	1	74
20284834	0	0
33111060	0	1
18001864	12	2
13057350	3	1
8372247	0	0
14436533	25	11
25775212	7	2
35487805	13	4
6167609	134	41
6310404	2	4
6607442	6	31
5427809	35	57
15654380	9	1
12526524	26	45
34733553	49	20
8895407	5	18
21184267	3	1
14453195	82	3
6429282	4	4
15746550	3	12
10136631	24	2
7112088	22	230
9211711	1	2
29083555	0	1
15708988	2	6
12205833	9	5
4978817	61	46
7885584	56	5
14365685	4	4
22910816	322	78
34820555	1	0
8322923	1	19
24950584	0	1
11766839	1	0
16418481	0	1
10374017	13	4
6968815	87	47
33211365	3	2
12537854	2	0
4932942	2	0
34796621	1	3
19373446	0	0
5644429	83	41
12031097	3	0
25632739	2	0
23799476	0	1
7178098	0	1
19852381	3	0
30384947	3	12
30466523	1	1
12202876	6	31
4999342	18	48
14694205	9	9
33956406	0	0
30360443	205	65
6023776	3	9
5843675	5	0
5345402	2	1
17187649	113	47
19757098	7	2
8285411	37	134
9223522	0	0
28007316	0	2
10014492	66	2
16037795	3	0
23870078	4	0
7667775	973	506
14412558	4	5
14728622	2	14
7066742	341	87
29661574	12	1
25973239	2	7
10312876	2	0
9959434	17	0
8096504	25	48
9115833	3	4
15758006	1	0
24040163	1	1
8719116	36	2
9052820	3	1
20671513	72	47
6532812	6	8
4724873	1	1
7183590	45	8
32376423	3	0
7422006	15	9
10348451	1	3
15726182	1	1
21900721	28	10
5518669	13	12
33149241	19	7
8015717	152	4
31153868	4	0
20350981	3	1
30939799	1	0
30033229	2	0
26895086	117	96
15730486	2	2
29420494	3	0
30352409	13	14
28421002	1	0
30354995	32	8
13866940	5	1
34149634	0	0
11582694	27	4
10396748	10	3
9658546	2	7
14596756	9	2
19904299	26	128
8713326	0	15
5529756	75	0
13672261	28	16
21424435	1	1
21721750	2	0
12686767	3	1
7112166	5	20
7704613	25	29
25130158	1	4
9330379	15	3
30528616	34	8
29434945	2	3
7640404	2	3
7740106	0	2
32169345	0	2
7142012	17	3
4839686	9	1
14485531	3	4
22589702	10	0
10437595	2	1
30596596	1	0
14131946	0	0
23386745	10	9
28656397	0	0
10610582	37	13
7773584	14	16
23469911	7	23
8359901	4	7
28942576	0	1
11631051	5	9
32337648	0	0
13719547	12	5
10609486	24	9
14803263	0	0
21475708	0	5
21833995	3	1
11122009	54	6
14514673	27	4
19510987	1	0
9093735	0	37
17326078	4	3
12903930	21	348
26084536	2	11
8764249	1	4
9008342	7	1
15683510	1	1
33557502	41	35
15703984	3	2
16037211	162	54
20932615	1	1
26326370	3	4
28674556	0	0
10468434	4	10
5581522	2	18
22078159	16	3
6114578	43	56
10205672	6	7
5168455	192	33
7791736	45	9
11080303	30	2
11983423	0	1
21862036	1	0
23350634	1	1
10716083	0	2
21035110	0	1
10651904	9	164
8793047	3	2
8513602	3	2
21966886	82	42
6750890	33	13
6666724	6	3
7256144	57	38
30924744	2	4
35440600	0	0
13576376	1	0
8843106	3	5
14751150	1	18
15620048	0	0
34717782	3	6
10370063	5	4
29879704	1	0
19501078	0	3
6174261	2	6
11968451	1	1
26859347	1	0
35499382	0	0
15278316	0	2
24014738	4	0
20626906	13	11
7118131	13	71
26108596	2	1
10509394	0	0
16152158	3	8
18501019	1	0
11091105	9	161
24078716	3	1
9905570	11	5
4784385	0	1
34482133	2	1
29928397	0	3
11057608	0	4
20204755	52	7
4756008	3	1
4988405	30	75
13206152	17	7
15364544	2	20
28266739	1	0
12137217	3	6
6835176	2	2
7056405	43	3
10588132	3	13
5469292	26	3
5255718	3	21
10249052	1	1
7690947	20	1
6044321	4	3
11764909	5	0
15479275	2	1
14977426	7	3
10609650	0	5
20364511	6	2
18843862	3	2
30179198	46	3
4742442	2	1
9727029	11	39
32778687	2	4
21476713	1	1
10328017	9	3
4933872	56	22
13157285	7	38
33799473	30	12
10327985	18	2
5053565	13	30
22156366	1	1
25471369	22	71
13518413	4	18
15309147	5	22
5735137	11	9
27879717	3	2
31310616	3	6
23964572	1	1
6201135	2	0
16805949	0	0
19191061	3	0
20801950	1	0
5123326	17	13
9616935	9	3
26080387	9	15
16486740	0	13
7461856	4	33
6138707	45	1
8811845	12	8
13795603	13	109
5245839	87	41
7873529	163	30
17883118	0	1
32531172	0	0
34109389	0	1
6090469	10	66
20356996	396	289
15915893	0	0
26610383	0	0
35333761	1	1
14024211	2	1
13210109	8	21
13059480	122	5
12052962	1	3
24626333	0	0
24492275	5	18
8140489	42	7
14495884	14	4
13151920	35	1
11667724	7	9
23044898	0	0
12828493	0	1
4736893	3	7
6442161	21	8
6514996	9	20
6023915	3	289
9406629	10	5
10859725	411	42
16344963	4	0
5588319	110	36
9086314	63	22
26026888	4	0
11327864	10	3
11300490	14	12
31631551	1	2
10178140	28	9
19110838	1	0
7876349	27	71
6310571	31	1
20080939	0	0
22348123	0	0
21847474	4	10
29213851	2	0
33681207	0	0
7790946	1	10
12131163	13	7
5829977	32	96
21574672	1	0
10676010	2	18
11858509	3	3
20087047	0	0
30486147	1	0
17010603	12	0
20002072	13	1
14464374	5	0
5931359	6	0
21542572	1	0
14970331	2	0
6637696	68	127
5854210	7	46
34518787	0	0
26217968	1	0
12256126	8	11
14324829	7	3
11390638	15	11
15118506	66	35
27522648	3	1
12939157	3	2
34902494	1	1
11552959	7	6
7542123	2	35
5107551	99	9
29966023	0	0
34669366	2	10
5391729	1048	447
9499302	104	22
13358555	0	1
16939248	109	26
7626706	12	4
11059155	8	2
7603549	2	22
32052702	0	0
11907785	8	11
13179381	5	0
5778788	0	2
30541969	1	0
20824705	8	32
31313769	0	0
11135429	6	1
14138170	0	0
13289408	44	8
18048865	5	11
7005362	4	4
31467152	0	0
22196128	0	6
29553433	1	6
20335171	12	9
32076327	2	2
32627346	3	0
33502727	1	0
6605975	10	5
28874719	0	1
11269840	5	12
15918485	15	1
13108515	2	1
34242631	1	2
29125471	0	0
8042869	33	1
11862168	1	0
7428572	55	16
14068208	2	0
11765733	89	119
34532164	0	1
9996592	44	2
21935287	6	0
35372122	0	1
31853996	0	5
18676216	4	19
12438260	3	2
5517759	27	8
12136330	118	8
15847504	19	6
5186620	109	5
16118403	18	5
5837672	9	3
10262393	20	47
9246572	19	29
8074625	1	1
14438658	2	1
10692662	4	10
8623276	8	28
10393140	10	12
13676734	1	0
20340919	1	0
28440073	5	0
24143222	5	1
34767359	3	0
12919874	1	0
29545675	0	0
13087718	18	3
31969574	0	0
15818076	3	1
31430603	0	0
6185963	21	9
12352979	1	1
32033870	0	0
20730121	0	0
14039919	0	1
31283705	2	0
7377907	32	18
9367471	74	87
28093363	2	5
4796492	41	70
7774382	34	6
15497659	7	0
32337630	1	0
35303593	2	2
30250247	0	0
14218841	2	0
9050160	35	5
24115421	1	0
8794861	17	3
13397185	32	4
28489807	3	15
8760961	2	2
12547649	5	9
33738906	0	0
8413598	19	65
14673002	6	0
15126961	14	1
13921730	80	35
21879421	14	3
8639527	21	59
22723997	1	0
23939921	1	81
16128941	5	19
24251867	8	9
5720707	4	0
14773248	1	1
12403316	49	3
8893828	10	1
15478891	0	1
8835188	22	3
13030716	7	3
31852886	2	0
5009916	552	105
35290882	2	0
5993202	6	1
15520222	0	0
11760489	82	328
8339618	3	16
6912207	25	5
12914358	16	1
6266973	26	387
16648593	21	45
11760375	4	3
9215059	2	0
24427409	40	6
9207851	2	4
12445952	3	4
9147750	12	2
11423536	16	39
6059866	7	1
8073338	269	52
5972317	2	3
32399475	1	0
13647020	6	0
18421723	12	2
9569015	0	4
6086446	46	43
8884404	39	25
30630796	0	2
27073620	0	0
12475859	4	0
33843633	0	0
25456375	1	1
11237319	284	60
6741286	12	1
11537897	75	5
23779856	4	12
17098146	2	4
32417706	2	0
8683619	6	0
10900826	3	1
22879775	8	2
10830778	2	0
34084675	6	1
11620090	3	2
19983748	0	0
9350207	17	1
29874442	0	0
11729731	5	1
7507917	2	7
28984231	0	0
18744202	3	1
13029246	5	2
11413711	4	8
6460556	30	153
